RUC;RAZON_SOCIAL;TERCEROS;COD_CIIU;ZONA;PAIS;SEGMENTO;RUBRO
6519960;OXIMEDIC SOCIEDAD ANONIMA CERRADA;INTELIBPO;9146;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
6226847;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;INTELIBPO;5033;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS FARMAC?UTICOS SUSTANCIAS QU?MICAS MEDICINALES Y PRODUCTOS BOT?NICOS DE USO FARMAC?UTICO
9318952;TURISMO ESPINOZA EIRL;INTELIBPO;8456;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
8693357;MUNICIPALIDAD DISTRITAL DE LALAQUIZ;INTELIBPO;9853;PIURA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
8632766;ASOCIACION AGRICOLA COMPOSITAN ALTO;INTELIBPO;8254;LA LIBERTAD;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE CEREALES (EXCEPTO ARROZ) LEGUMBRES Y SEMILLAS OLEAGINOSAS
4239839;MUESTREO Y ANALISIS SAC;INTELIBPO;3105;CALLAO;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE INSTRUMENTOS Y MATERIALES M?DICOS Y ODONTOL?GICOS
3959887;EFICIENCIA DINAMICA S.R.L;INTELIBPO;2541;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
8284174;PROMOTORES EDUCATIVOS NJR S.A.C.;INTELIBPO;2596;LIMA;PERU;ENSE?ANZA;ENSE?ANZA SECUNDARIA DE FORMACI?N GENERAL
1326509;P&D ANDINA ALIMENTOS S.A.;INTELIBPO;9304;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N DE PRODUCTOS L?CTEOS
2988094;ISLA URTEAGA JOSE WILFREDO;INTELIBPO;2694;LA LIBERTAD;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE OTRAS PLANTAS NO PERENNES
8248490;SERVICIOS ELECTRICOS ELECTRONICOS NAVALES E INDUSTRIALES S.A.C. SERELECTRONI S.A.C.;INTELIBPO;6525;CALLAO;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE MAQUINARIA
2827842;MUNICIPALIDAD DISTRITAL DE TABALOSOS;INTELIBPO;4832;SAN MARTIN;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
6949691;FUKUDA LENCI CARLOS YOSHIO;INTELIBPO;4370;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N Y CONSERVACI?N DE FRUTASLEGUMBRES Y HORTALIZAS
2584740;PAPELERA FATIMA S.R.L.;INTELIBPO;2543;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;IMPRESI?N
3368491;BRISAFARMA S.A.C.;INTELIBPO;6986;CALLAO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
5481478;FINOGLASS SRL;INTELIBPO;4794;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE VIDRIO Y DE PRODUCTOS DE VIDRIO
7837392;JUNTA DE PROPIETARIOS DEL EDIFICIO JACINTO LARA 351 SAN ISIDRO;INTELIBPO;6009;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
9782276;ABIL CORPORACION S.A.C.;INTELIBPO;3566;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
4474379;ARNALDO GONZALEZ BAZAN;INTELIBPO;4658;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES JURIDICAS
3001021;MEYIM SOCIEDAD ANONIMA CERRADA;INTELIBPO;4576;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;REPARACI?N DE APARATOS DE USO DOM?STICO Y EQUIPO DOM?STICO Y DE JARDINER?A
2295899;EXTIMPER EIRL;INTELIBPO;4113;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
7348810;ZOLID BROKERS CORREDORES DE SEGUROS S.A.C.;INTELIBPO;6926;LIMA;PERU;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES
6738291;CLINICA CAM INSTITUTO DE LA SALUD INTEGRAL DE LA MUJER Y LA;INTELIBPO;7840;JUNIN;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
9038084;GRUPO MEDICO HIGUERETA S.A.C.;INTELIBPO;8685;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE ATENCI?N DE ENFERMER?A EN INSTITUCIONES
3493825;EMP D TRANS LOS MILAGROS DEL SR D PACHAC;INTELIBPO;8550;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR V?A TERRESTRE
8364346;LAZO MONTEJO PEDRO CESAR;INTELIBPO;4818;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
1802636;GRUPO ENTRETENEDORES SAC;INTELIBPO;4471;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
8297051;MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA;INTELIBPO;5338;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS FARMAC?UTICOS SUSTANCIAS QU?MICAS MEDICINALES Y PRODUCTOS BOT?NICOS DE USO FARMAC?UTICO
5814572;INFRAESTRUCTURAS SOCIEDAD ANONIMA CERRADA - INFRAESTRUCTURAS S.A.C.;INTELIBPO;2596;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TELECOMUNICACI?N
1880895;CONSTRUCTORA NAVARRO Y MUNOZ SAC;INTELIBPO;6152;AREQUIPA;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
5156086;TECNO SANPF;INTELIBPO;6441;CAJAMARCA;PERU;CONSTRUCCI?N;PREPARACI?N DEL TERRENO
1445331;UNICAMPO S.A.;INTELIBPO;3175;LIMA;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE UVA
1317572;CONSONNI PERU SAC;INTELIBPO;4219;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE EQUIPO EL?CTRICO
6461801;SAVAR CORPORACION LOGISTICA SOCIEDAD ANONIMA;INTELIBPO;7705;CALLAO;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE
8447772;ALPAMAYO INVERSIONES S.A.C.;INTELIBPO;6499;JUNIN;PERU;ACTIVIDADES ART?STICAS DE ENTRETENIMIENTO Y RECREATIVAS;OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS NCP
3075731;EMP.MUNICIPAL DE AGUA POT.Y ALCANT.SALAS SRL.;INTELIBPO;8069;ICA;PERU;SUMINISTRO DE AGUA EVACUACI?N DE AGUAS RESIDUALES GESTI?N DE DESECHOS Y DESCONTAMINACI?N;CAPTACI?N TRATAMIENTO Y DISTRIBUCI?N DE AGUA
2509353;EMPRESA DE SERVICIOS MULTIPLES COMUNALES SAN GREGORIO DE MACHCAN SOCIEDAD ANONIMA ECOSERM MACHCAN S.;INTELIBPO;8692;PASCO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE DOTACI?N DE RECURSOS HUMANOS
4400440;MUNICIPALIDAD DISTRITAL DE LLOQUE;INTELIBPO;5457;MOQUEGUA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
4692266;MUNICIPALIDAD DISTRITAL DE SAN ANDRES;INTELIBPO;7230;ICA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
8245759;REPRESENTACIONES Y DISTRIBUCIONES REDINSA SAC;INTELIBPO;3837;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
2167410;CORPORACION JM ASOCIADOS SOCIEDAD ANONIMA CERRADA;INTELIBPO;7787;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
2075300;SAVAR TRANSPORTE S.A.;INTELIBPO;9904;CALLAO;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6436502;J & G ASESORIA E INVERSIONES SA;INTELIBPO;3426;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONTABILIDAD TENEDUR?A DE LIBROS Y AUDITOR?A CONSULTOR?A FISCAL
6479635;PARI SERVIS E.I.R.L.;INTELIBPO;4643;CALLAO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
1423009;VIDALAB E.I.R.L;INTELIBPO;6189;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
5438929;GARCAM EIRL;INTELIBPO;7281;SAN MARTIN;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8860005;SANTANA GROUP SRL.;INTELIBPO;2316;AREQUIPA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES
6872051;ETIQUETAS Y ENVOLTURAS SAC;INTELIBPO;9646;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;IMPRESI?N
5098148;INVERSIONES DAVID EIRL;INTELIBPO;3406;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
3239839;TRANSPORTES VIA S.A.C.;INTELIBPO;4882;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
7739767;LFA & SUMINISTROS MINEROS S.A.C. - LFA & SUMIN S.A.C.;INTELIBPO;3536;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
1202279;MEDICINE MEDICAL EIRL;INTELIBPO;6758;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
5586498;CORPORACION V  Y  V CONTRATISTAS GENERALES S.A.C;INTELIBPO;5732;LA LIBERTAD;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6985263;INGENIEROS CONTRATISTAS DE PAVIMENTOS SAC;INTELIBPO;6433;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES
4051537;V & F SAC;INTELIBPO;3071;LAMBAYEQUE;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N Y CONSERVACI?N DE FRUTASLEGUMBRES Y HORTALIZAS
5547501;SERVICENTRO EL PIONERO E.I.R.L.;INTELIBPO;8667;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
7354702;ROSA EFE MODA S.A.C.;INTELIBPO;6071;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
6193017;NATIVIDAD SOCIEDAD ANONIMA CERRADA;INTELIBPO;6319;PIURA;PERU;ENSE?ANZA;OTROS TIPOS DE ENSE?ANZA NCP
5750421;N.S. CONTRATISTAS SOCIEDAD ANONIMA CERRADA;INTELIBPO;4604;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
5864161;JAIME ROBERTO DE RIVERO DE LA JARA S.R.L;INTELIBPO;5124;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS DE MADERA FABRICACI?N DE ART?CULOS DE CORCHO PAJA Y MATERIALES TRENZABLES
5223959;CAMPOS HERNANDEZ JOSE VICENTE;INTELIBPO;8608;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
6135903;T.S. PERUANA OUTSOURCING S.A.C.;INTELIBPO;7942;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
4024353;PROCESADORA PACKING-MAITO S.A.C.;INTELIBPO;7818;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N Y CONSERVACI?N DE FRUTASLEGUMBRES Y HORTALIZAS
5289687;M.R.G. SECURITY S.A.C.;INTELIBPO;4258;JUNIN;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
5224949;J.C.B. ESTRUCTURAS EIRL;INTELIBPO;3006;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
1133467;SERMANSA S.A.C.;INTELIBPO;2437;AREQUIPA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;LIMPIEZA GENERAL DE EDIFICIOS
2692387;MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA;INTELIBPO;4697;ICA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
6289775;MEGA INVERSIONES S.R.L.;INTELIBPO;9989;HUANUCO;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
9141528;TRASHUMANTES SOCIEDAD ANONIMA CERRADA;INTELIBPO;8148;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;INVESTIGACI?N Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES
2467628;GERENCIA SUB REGIONAL CASTROVIRREYNA;INTELIBPO;2587;HUANCAVELICA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
2504393;MUNICIPALIDAD DISTRITAL DE MATAPALO;INTELIBPO;9962;TUMBES;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;REGULACI?N DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS SANITARIOS EDUCATIVOS CULTURALES Y OTROS SERVICIOS SOCIALES EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL
2147588;NETS DEL PERU S.A.C.;INTELIBPO;8403;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
8473414;W & L INTESEL PERU SAC;INTELIBPO;6122;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
1927569;SERVICIOS GENERALES A & J SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;3391;MOQUEGUA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
1963353;PREVIUS SERVICIOS DE EVALUACION S.A.C;INTELIBPO;8249;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
9624769;M & R INDUSTRIAL SAC;INTELIBPO;6464;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE OTRAS OBRAS DE INGENIER?A CIVIL
1841814;LEON SILVA NELIDA;INTELIBPO;5745;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
1374626;LICA REPRESENTACIONES S.A.C.;INTELIBPO;7469;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
2110650;PROISE E.I.R.LTDA.;INTELIBPO;9167;LIMA;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
3691338;EL TALLER CVD S.A.C.;INTELIBPO;6598;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
5839431;ESTIMULACION TEMPRANA LA MOLINA S.A.C.;INTELIBPO;4393;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE ATENCI?N DE ENFERMER?A EN INSTITUCIONES
8047638;LA SOGA PRODUCCIONES EIRL;INTELIBPO;3054;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;ACTIVIDADES DE DISTRIBUCI?N DE PEL?CULAS CINEMATOGR?FICAS V?DEOS Y PROGRAMAS DE TELEVISI?N
4336176;PACIFIC SECURITY INTERNATIONAL S.A.C.;INTELIBPO;5277;CUSCO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
9375842;TECNICAS CP S.A.C.;INTELIBPO;3073;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ENSAYOS Y AN?LISIS T?CNICOS
9464126;ANMIAR S.A.C.;INTELIBPO;7923;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
2795705;ACVO INGENIERIA Y CONSTRUCCION S.A.C.;INTELIBPO;3380;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6038107;REALZE SAC;INTELIBPO;8498;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE MUEBLES
9693899;PROMOTORA LOS OLIVOS S.A.C.;INTELIBPO;8919;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
8091864;TECIN PERU SAC;INTELIBPO;5042;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE MAQUINARIA METAL?RGICA
6696083;DAYANA ROSE E.I.R.L.;INTELIBPO;2353;LIMA;PERU;ENSE?ANZA;OTROS TIPOS DE ENSE?ANZA NCP
4493266;INSTITUTO SUPERIOR TECNOLOGICO PRIVADO FLAVISUR E.I.R.L.;INTELIBPO;3090;AREQUIPA;PERU;ENSE?ANZA;ENSE?ANZA SUPERIOR
9517688;MISTICA SERVICIOS TURISTICOS EMPRESA INDIVIDUAL DE RESPONSABILDIAD LIMITADA;INTELIBPO;3455;AREQUIPA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS
5631540;CIVELMEC SAC;INTELIBPO;7987;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
5448969;ALVARADO CALLE SEGISMUNDO;INTELIBPO;4845;PIURA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEH?CULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
4469605;MUNICIPALIDAD PROVINCIAL DE YAROWILCA;INTELIBPO;9085;HUANUCO;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
7055490;CORPORACION SAN LORENZO S.A.C.;INTELIBPO;3284;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
5806482;NATIVOS DIGITALES SAC;INTELIBPO;8464;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
9633277;AGENCIA DE ADUANAS MORCAS S.A.C.;INTELIBPO;5361;CALLAO;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE
8226862;CLINICA MEDICO OCUPACIONAL CARRION S.A.C.;INTELIBPO;4047;ANCASH;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
2070166;DESARROLLO Y SOLUCIONES AUTOMATICAS;INTELIBPO;3117;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
8608626;EPM CORPORACION DE SERVICIOS GENERALES SAC;INTELIBPO;2274;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS
9640695;XEMA INVERSIONES GENERALES S.A.C.;INTELIBPO;4068;CALLAO;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8383532;JAVE PULIDO KENNY MILAGROS;INTELIBPO;9561;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;POMPAS F?NEBRES Y ACTIVIDADES CONEXAS
3740675;LA PROVIDENCIA XII SOCIEDAD ANONIMA CERRADA;INTELIBPO;7062;CALLAO;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
2893012;TRANSPORTES TERRESTRES NACIONALES EIRL;INTELIBPO;9448;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6923085;S.O.S. EMERGENCIAS MEDICAS S.A.C.;INTELIBPO;5492;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
3924306;GESTION DE COBRANZAS Y RECUPEROS SRL - GESCOB S.R.L.;INTELIBPO;8786;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE CENTROS DE LLAMADAS
2747225;MURALCO S.A.C.;INTELIBPO;4048;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS
4041048;KFG INVERSIONES S.A.C.;INTELIBPO;8606;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
5406651;CONSTRUCTORA BETANIA RILU S.R.L.;INTELIBPO;5213;LAMBAYEQUE;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
1618006;BMN COMUNICACION INTEGRAL SOCIEDAD ANONIMA CERRADA - BMN COMUNICACION INTEGRAL SAC;INTELIBPO;8187;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
7532369;MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS;INTELIBPO;3759;LIMA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
6942290;TECNOLOGY CARE S.R.L.;INTELIBPO;9908;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
8658406;BATERIAS DELTA SAC;INTELIBPO;9188;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE EQUIPO EL?CTRICO
7455695;SEIRE S.A.C.;INTELIBPO;2367;LAMBAYEQUE;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL
